ct,census_tract,county,city,tot_households,moe_households,tot_less_than_10K,moe_less_than_10K,tot_more_than_200K,moe_more_than_200K,median_income,moe_median_income,tot_families,moe_families
36061002000,Census Tract 20, New York County, New York,2022.00,181.00,17.60,7.20,2.40,3.20,24655.00,6651.00,1177.00,217.00
36061002100,Census Tract 21, New York County, New York,3382.00,393.00,2.80,2.50,65.10,8.40,250000.00,,1687.00,298.00
36061002201,Census Tract 22.01, New York County, New York,3011.00,302.00,15.50,8.20,6.60,3.90,38594.00,10050.00,1353.00,269.00
36061002202,Census Tract 22.02, New York County, New York,995.00,143.00,3.40,4.10,34.30,11.30,137313.00,28385.00,207.00,73.00
36061002400,Census Tract 24, New York County, New York,1776.00,152.00,26.70,9.10,0.00,2.20,20876.00,3428.00,857.00,171.00
36061002500,Census Tract 25, New York County, New York,1920.00,160.00,12.60,6.80,1.10,1.60,23737.00,4756.00,1128.00,193.00
36061002601,Census Tract 26.01, New York County, New York,1916.00,434.00,10.80,5.60,3.70,2.40,32837.00,30079.00,795.00,178.00
36061002602,Census Tract 26.02, New York County, New York,1907.00,240.00,12.60,6.60,14.90,8.20,73899.00,26760.00,482.00,153.00
36061002700,Census Tract 27, New York County, New York,636.00,245.00,5.30,4.00,13.50,7.80,135000.00,75401.00,394.00,248.00
36061002800,Census Tract 28, New York County, New York,3108.00,312.00,9.50,5.50,19.30,7.50,75100.00,35285.00,1183.00,306.00
36061002901,Census Tract 29.01, New York County, New York,79.00,67.00,19.00,33.20,0.00,36.90,11612.00,4902.00,26.00,30.00
36061002902,Census Tract 29.02, New York County, New York,1893.00,535.00,33.00,20.70,5.00,3.50,,,938.00,200.00
36061003001,Census Tract 30.01, New York County, New York,2247.00,257.00,3.40,3.20,19.60,7.40,102883.00,33952.00,509.00,171.00
36061003002,Census Tract 30.02, New York County, New York,1745.00,181.00,15.80,7.40,18.90,6.00,70346.00,20624.00,499.00,144.00
36061003100,Census Tract 31, New York County, New York,769.00,109.00,3.30,4.00,52.30,9.60,225694.00,48356.00,224.00,69.00
36061003200,Census Tract 32, New York County, New York,4625.00,524.00,11.70,4.60,18.20,7.70,92434.00,18620.00,1160.00,483.00
36061003300,Census Tract 33, New York County, New York,2606.00,361.00,3.30,2.30,66.00,8.90,250000.00,,1511.00,336.00
36061003400,Census Tract 34, New York County, New York,3958.00,490.00,7.70,5.60,21.20,6.70,112030.00,39469.00,859.00,368.00
36061003601,Census Tract 36.01, New York County, New York,1449.00,231.00,6.60,3.80,16.20,8.00,49869.00,23362.00,621.00,113.00
36061003602,Census Tract 36.02, New York County, New York,1523.00,257.00,12.70,6.80,34.50,9.70,136607.00,65603.00,472.00,175.00
36061003700,Census Tract 37, New York County, New York,1908.00,513.00,0.60,0.90,63.60,11.40,250000.00,,977.00,512.00
36061003800,Census Tract 38, New York County, New York,4564.00,668.00,9.60,5.40,20.30,9.20,78526.00,22394.00,530.00,254.00
36061003900,Census Tract 39, New York County, New York,2831.00,715.00,3.40,2.80,48.80,13.30,184604.00,118836.00,1810.00,716.00
36061004001,Census Tract 40.01, New York County, New York,1971.00,307.00,3.90,4.30,35.50,14.60,153701.00,15241.00,570.00,228.00
36061004002,Census Tract 40.02, New York County, New York,2049.00,363.00,8.50,7.60,38.90,13.20,154390.00,35644.00,368.00,164.00
36061004100,Census Tract 41, New York County, New York,3247.00,445.00,2.10,1.90,21.20,9.80,96461.00,23610.00,1151.00,422.00
36061004200,Census Tract 42, New York County, New York,1532.00,265.00,17.90,9.50,40.00,8.90,166447.00,44869.00,420.00,106.00
36061004300,Census Tract 43, New York County, New York,2498.00,455.00,16.50,14.10,22.30,8.00,93816.00,37042.00,436.00,132.00
36061004400,Census Tract 44, New York County, New York,8336.00,824.00,5.70,4.60,33.80,7.50,150697.00,27324.00,3475.00,684.00
36061004500,Census Tract 45, New York County, New York,437.00,96.00,6.60,5.80,48.70,13.20,185208.00,71266.00,235.00,66.00
36061004700,Census Tract 47, New York County, New York,1584.00,398.00,4.50,3.50,28.30,11.30,156000.00,51275.00,488.00,111.00
36061004800,Census Tract 48, New York County, New York,2971.00,329.00,6.80,4.80,42.90,6.90,171472.00,22741.00,1030.00,251.00
36061004900,Census Tract 49, New York County, New York,2453.00,369.00,2.90,2.40,34.40,10.00,151546.00,40525.00,956.00,373.00
36061005000,Census Tract 50, New York County, New York,2807.00,304.00,6.70,4.70,47.50,9.20,190380.00,43437.00,755.00,203.00
36061005200,Census Tract 52, New York County, New York,1313.00,167.00,3.70,2.60,54.30,8.90,229963.00,55757.00,488.00,123.00
36061005400,Census Tract 54, New York County, New York,2894.00,444.00,7.20,4.30,37.40,8.10,139891.00,36833.00,984.00,163.00
36061005501,Census Tract 55.01, New York County, New York,2064.00,169.00,2.80,2.40,55.40,8.80,230167.00,50070.00,1197.00,194.00
36061005502,Census Tract 55.02, New York County, New York,1094.00,207.00,5.20,4.50,46.40,10.80,149853.00,92069.00,435.00,195.00
36061005600,Census Tract 56, New York County, New York,2450.00,367.00,15.50,9.50,52.50,9.80,228750.00,77766.00,635.00,253.00
36061005700,Census Tract 57, New York County, New York,1442.00,206.00,4.60,3.60,51.70,10.50,222237.00,84626.00,613.00,131.00
36061005800,Census Tract 58, New York County, New York,2354.00,301.00,4.70,4.30,52.10,8.70,221875.00,64293.00,651.00,206.00
36061005900,Census Tract 59, New York County, New York,2356.00,347.00,3.30,2.40,40.70,7.90,163583.00,29592.00,971.00,265.00
36061006000,Census Tract 60, New York County, New York,2354.00,305.00,0.70,1.20,53.10,9.20,206087.00,54116.00,1362.00,259.00
36061006100,Census Tract 61, New York County, New York,2286.00,475.00,4.10,3.40,55.40,12.80,244014.00,81367.00,742.00,180.00
36061006200,Census Tract 62, New York County, New York,1344.00,168.00,9.60,4.60,21.30,6.70,101598.00,12833.00,605.00,159.00
36061006300,Census Tract 63, New York County, New York,3379.00,410.00,2.40,1.80,45.20,8.40,176827.00,36945.00,850.00,217.00
36061006400,Census Tract 64, New York County, New York,4560.00,588.00,10.50,4.10,35.20,8.00,113556.00,32738.00,1400.00,417.00
36061006500,Census Tract 65, New York County, New York,2900.00,526.00,7.80,3.70,29.30,8.30,119467.00,14844.00,351.00,156.00
36061006600,Census Tract 66, New York County, New York,6746.00,975.00,2.60,2.70,37.10,10.50,135367.00,31854.00,1962.00,859.00
36061006700,Census Tract 67, New York County, New York,3194.00,383.00,3.30,2.50,37.00,7.70,129494.00,21492.00,711.00,151.00
36061006800,Census Tract 68, New York County, New York,3460.00,487.00,2.70,2.20,35.70,10.60,153913.00,32896.00,1045.00,286.00
36061006900,Census Tract 69, New York County, New York,1154.00,141.00,0.00,3.40,58.80,11.10,239038.00,57718.00,535.00,122.00
36061007001,Census Tract 70.01, New York County, New York,2108.00,345.00,3.00,2.60,41.40,14.40,157802.00,109963.00,758.00,356.00
36061007002,Census Tract 70.02, New York County, New York,2248.00,285.00,3.40,3.50,42.00,11.60,158158.00,42098.00,633.00,226.00
36061007100,Census Tract 71, New York County, New York,2732.00,332.00,0.40,0.70,41.40,8.70,167963.00,42011.00,680.00,223.00
36061007200,Census Tract 72, New York County, New York,4168.00,527.00,2.50,2.00,40.50,9.50,160880.00,24502.00,1037.00,330.00
36061007300,Census Tract 73, New York County, New York,3610.00,502.00,7.80,6.10,39.60,10.30,170434.00,56151.00,978.00,357.00
36061007400,Census Tract 74, New York County, New York,2758.00,370.00,10.20,6.50,49.40,11.00,194636.00,56250.00,737.00,183.00
36061007500,Census Tract 75, New York County, New York,2329.00,333.00,6.10,4.60,46.50,11.10,157350.00,80159.00,729.00,232.00
36061007600,Census Tract 76, New York County, New York,1425.00,192.00,6.60,5.50,37.50,11.00,164188.00,52058.00,283.00,125.00
36061007700,Census Tract 77, New York County, New York,3337.00,357.00,5.30,3.30,48.80,8.30,170655.00,93800.00,1007.00,252.00
36061007800,Census Tract 78, New York County, New York,4685.00,613.00,4.20,2.90,35.10,9.40,126617.00,40810.00,1251.00,430.00
36061007900,Census Tract 79, New York County, New York,2535.00,281.00,4.50,5.50,43.40,9.40,159763.00,53074.00,960.00,292.00
36061008000,Census Tract 80, New York County, New York,2844.00,289.00,4.70,4.30,47.80,7.30,176988.00,39470.00,1168.00,217.00
36061008100,Census Tract 81, New York County, New York,3912.00,617.00,4.40,2.80,35.40,10.30,161474.00,47969.00,1115.00,447.00
36061008200,Census Tract 82, New York County, New York,1897.00,290.00,8.30,6.50,48.40,11.90,191250.00,100734.00,600.00,221.00
36061008300,Census Tract 83, New York County, New York,2079.00,315.00,6.50,5.10,22.30,6.60,79036.00,33622.00,755.00,247.00
36061008400,Census Tract 84, New York County, New York,946.00,213.00,1.70,1.90,70.10,13.10,250000.00,,364.00,204.00
36061008601,Census Tract 86.01, New York County, New York,1745.00,210.00,13.10,7.20,38.90,9.10,168320.00,55492.00,477.00,138.00
36061008602,Census Tract 86.02, New York County, New York,0.00,13.00,,,,,,,0.00,13.00
36061008603,Census Tract 86.03, New York County, New York,2759.00,398.00,4.20,4.20,49.10,9.20,189926.00,51690.00,1356.00,320.00
36061008700,Census Tract 87, New York County, New York,3352.00,382.00,3.90,3.80,38.10,8.40,147454.00,31175.00,904.00,276.00
36061008800,Census Tract 88, New York County, New York,4911.00,629.00,3.60,2.40,28.50,7.90,106033.00,41807.00,1123.00,413.00
36061008900,Census Tract 89, New York County, New York,3086.00,363.00,5.80,3.10,27.50,7.10,98952.00,33417.00,1026.00,245.00
36061009000,Census Tract 90, New York County, New York,4332.00,630.00,4.70,4.00,40.90,9.10,152716.00,24307.00,1477.00,469.00
36061009100,Census Tract 91, New York County, New York,3594.00,421.00,7.10,4.40,45.90,8.50,188145.00,61547.00,851.00,242.00
36061009200,Census Tract 92, New York County, New York,893.00,165.00,3.00,3.50,43.60,11.30,170341.00,45452.00,219.00,86.00
36061009300,Census Tract 93, New York County, New York,5568.00,705.00,4.10,2.70,26.20,5.90,105682.00,32655.00,1848.00,394.00
36061009400,Census Tract 94, New York County, New York,48.00,23.00,0.00,47.50,10.40,15.20,120625.00,99658.00,10.00,12.00
36061009500,Census Tract 95, New York County, New York,1426.00,188.00,6.90,3.90,50.10,11.40,200455.00,89067.00,375.00,120.00
36061009600,Census Tract 96, New York County, New York,164.00,62.00,4.90,7.30,21.30,21.90,91538.00,26576.00,16.00,18.00
36061009700,Census Tract 97, New York County, New York,2698.00,327.00,4.60,3.70,12.80,7.60,70816.00,19630.00,996.00,267.00
36061009800,Census Tract 98, New York County, New York,4585.00,583.00,3.10,2.50,39.00,9.40,141989.00,51110.00,1761.00,476.00
36061009901,Census Tract 99.01, New York County, New York,975.00,263.00,1.70,3.00,69.40,12.40,250000.00,,512.00,247.00
36061009902,Census Tract 99.02, New York County, New York,2212.00,254.00,4.80,5.10,42.80,10.60,169241.00,35792.00,654.00,121.00
36061009903,Census Tract 99.03, New York County, New York,651.00,103.00,8.30,7.10,37.50,13.10,139659.00,75136.00,179.00,47.00
36061010000,Census Tract 100, New York County, New York,1098.00,362.00,2.20,2.50,32.50,13.00,115536.00,71378.00,241.00,100.00
36061010100,Census Tract 101, New York County, New York,1116.00,212.00,5.20,3.70,35.20,10.30,106528.00,61145.00,103.00,56.00
36061010200,Census Tract 102, New York County, New York,159.00,129.00,0.00,22.00,30.20,29.70,96375.00,59343.00,41.00,30.00
36061010300,Census Tract 103, New York County, New York,1531.00,249.00,2.40,2.80,39.20,11.10,158343.00,54628.00,427.00,150.00
36061010400,Census Tract 104, New York County, New York,570.00,149.00,1.80,2.50,47.40,14.20,188971.00,52948.00,232.00,68.00
36061010601,Census Tract 106.01, New York County, New York,3960.00,648.00,3.00,2.40,57.70,9.30,250000.00,,2091.00,525.00
36061010602,Census Tract 106.02, New York County, New York,2245.00,245.00,3.80,3.10,50.10,10.40,202674.00,62019.00,1144.00,235.00
36061010801,Census Tract 108.01, New York County, New York,1881.00,245.00,6.20,6.30,39.40,11.10,162455.00,42068.00,564.00,211.00
36061010802,Census Tract 108.02, New York County, New York,2144.00,511.00,11.10,10.10,33.70,10.00,157532.00,64012.00,1089.00,510.00
36061010803,Census Tract 108.03, New York County, New York,1019.00,170.00,4.30,5.00,28.10,8.70,116758.00,16298.00,366.00,105.00
36061010900,Census Tract 109, New York County, New York,84.00,24.00,0.00,35.60,25.00,16.70,150625.00,22187.00,11.00,9.00
36061011000,Census Tract 110, New York County, New York,3921.00,584.00,2.10,2.10,33.70,9.70,144856.00,22078.00,1377.00,388.00
36061011100,Census Tract 111, New York County, New York,2741.00,269.00,7.10,5.50,26.10,7.90,104119.00,32765.00,747.00,196.00
36061011201,Census Tract 112.01, New York County, New York,561.00,93.00,12.80,6.90,50.60,9.90,207850.00,79182.00,227.00,63.00
36061011202,Census Tract 112.02, New York County, New York,309.00,72.00,2.30,3.20,56.30,14.10,206295.00,61427.00,158.00,53.00
36061011203,Census Tract 112.03, New York County, New York,573.00,98.00,2.30,3.10,45.20,9.00,174453.00,37958.00,226.00,63.00
36061011300,Census Tract 113, New York County, New York,34.00,17.00,0.00,56.40,14.70,20.30,91250.00,42280.00,7.00,10.00
36061011401,Census Tract 114.01, New York County, New York,664.00,177.00,3.00,2.90,65.10,11.60,250000.00,,270.00,82.00
36061011402,Census Tract 114.02, New York County, New York,1138.00,216.00,1.20,1.60,51.80,11.40,217500.00,81102.00,428.00,93.00
36061011500,Census Tract 115, New York County, New York,1825.00,222.00,4.20,3.10,33.60,9.70,130302.00,11996.00,586.00,186.00
36061011600,Census Tract 116, New York County, New York,2144.00,445.00,2.10,2.10,27.80,11.70,105893.00,55013.00,560.00,205.00
36061011700,Census Tract 117, New York County, New York,3364.00,637.00,3.80,3.00,26.70,8.20,114517.00,31578.00,727.00,222.00
36061011800,Census Tract 118, New York County, New York,5306.00,578.00,3.70,2.70,39.10,8.70,157480.00,25534.00,2012.00,433.00
36061011900,Census Tract 119, New York County, New York,1024.00,163.00,18.10,8.50,0.00,3.80,15843.00,3986.00,17.00,19.00
36061012000,Census Tract 120, New York County, New York,1786.00,284.00,3.10,2.70,41.80,11.60,159605.00,54369.00,764.00,230.00
36061012101,Census Tract 121.01, New York County, New York,1692.00,312.00,8.50,5.90,12.00,7.10,68434.00,13751.00,260.00,130.00
36061012102,Census Tract 121.02, New York County, New York,3237.00,479.00,6.70,4.30,11.70,5.80,58180.00,15505.00,1108.00,502.00
36061012200,Census Tract 122, New York County, New York,1474.00,222.00,3.20,4.10,53.60,9.50,218869.00,55928.00,827.00,178.00
36061012400,Census Tract 124, New York County, New York,4910.00,599.00,2.50,2.30,40.30,7.60,157375.00,58539.00,2303.00,470.00
36061012500,Census Tract 125, New York County, New York,1511.00,224.00,5.70,4.90,40.20,12.00,136865.00,33279.00,552.00,191.00
36061012601,Census Tract 126.01, New York County, New York,3860.00,700.00,6.00,6.50,34.10,12.00,118758.00,18558.00,1848.00,637.00
36061012602,Census Tract 126.02, New York County, New York,2385.00,468.00,2.00,2.20,59.00,10.10,217106.00,48906.00,1199.00,399.00
36061012700,Census Tract 127, New York County, New York,4254.00,540.00,4.70,4.20,30.50,8.50,145545.00,32906.00,803.00,387.00
36061012800,Census Tract 128, New York County, New York,2382.00,435.00,4.80,3.30,49.10,9.40,189583.00,55250.00,1412.00,359.00
36061012901,Census Tract 129.01, New York County, New York,4544.00,468.00,1.50,1.40,26.90,9.30,120911.00,21417.00,1570.00,450.00
36061012902,Census Tract 129.02, New York County, New York,1333.00,162.00,4.20,4.90,21.90,8.00,102684.00,19502.00,316.00,98.00
36061013000,Census Tract 130, New York County, New York,1642.00,271.00,6.80,4.30,47.40,10.40,169674.00,78468.00,719.00,193.00
36061013100,Census Tract 131, New York County, New York,2123.00,247.00,4.10,2.90,32.90,7.90,109764.00,64463.00,527.00,154.00
36061013201,Census Tract 132.01, New York County, New York,1240.00,266.00,2.00,2.30,32.40,12.60,146250.00,87458.00,361.00,160.00
36061013202,Census Tract 132.02, New York County, New York,2220.00,366.00,5.90,6.30,19.90,10.30,93333.00,28072.00,721.00,328.00
36061013203,Census Tract 132.03, New York County, New York,2425.00,393.00,13.30,12.90,28.50,11.20,117741.00,29355.00,1079.00,466.00
36061013300,Census Tract 133, New York County, New York,3960.00,546.00,10.90,5.50,39.00,10.10,151250.00,48877.00,1050.00,258.00
36061013400,Census Tract 134, New York County, New York,5596.00,634.00,8.70,6.70,36.40,7.90,128580.00,32431.00,2137.00,473.00
36061013501,Census Tract 135.01, New York County, New York,2675.00,287.00,4.40,3.60,21.50,8.60,84129.00,21424.00,1256.00,274.00
36061013502,Census Tract 135.02, New York County, New York,3499.00,603.00,7.00,6.10,33.80,10.30,97942.00,36972.00,1226.00,381.00
36061013601,Census Tract 136.01, New York County, New York,952.00,232.00,0.80,1.50,66.10,16.10,250000.00,,573.00,244.00
36061013602,Census Tract 136.02, New York County, New York,2697.00,562.00,0.00,1.50,45.10,14.20,164093.00,87198.00,1563.00,605.00
36061013603,Census Tract 136.03, New York County, New York,2592.00,491.00,3.30,2.90,36.40,14.30,153977.00,82833.00,801.00,201.00
36061013604,Census Tract 136.04, New York County, New York,2388.00,281.00,2.60,2.60,38.50,9.70,160556.00,65273.00,722.00,224.00
36061013700,Census Tract 137, New York County, New York,3491.00,562.00,6.10,5.90,44.40,9.90,165600.00,40619.00,1028.00,284.00
36061013800,Census Tract 138, New York County, New York,6500.00,1007.00,4.50,2.60,42.20,9.40,152500.00,60639.00,2508.00,820.00
36061013900,Census Tract 139, New York County, New York,6383.00,1228.00,6.20,5.10,22.30,8.40,106915.00,33503.00,1251.00,367.00
36061014000,Census Tract 140, New York County, New York,3873.00,600.00,3.10,2.10,51.20,8.30,215987.00,64773.00,1783.00,291.00
36061014200,Census Tract 142, New York County, New York,1911.00,368.00,4.20,4.30,62.70,10.90,250000.00,,1115.00,310.00
36061014300,Census Tract 143, New York County, New York,0.00,13.00,,,,,,,0.00,13.00
36061014401,Census Tract 144.01, New York County, New York,2500.00,413.00,3.30,2.70,51.00,10.00,201585.00,48007.00,1373.00,384.00
36061014402,Census Tract 144.02, New York County, New York,3730.00,426.00,4.90,3.90,43.70,8.90,156389.00,51798.00,1782.00,421.00
36061014500,Census Tract 145, New York County, New York,3203.00,426.00,5.20,3.40,51.20,7.70,202780.00,34299.00,1417.00,341.00
36061014601,Census Tract 146.01, New York County, New York,2265.00,444.00,2.30,2.20,32.30,10.80,145189.00,27883.00,664.00,219.00
36061014602,Census Tract 146.02, New York County, New York,5037.00,657.00,4.70,3.70,33.40,8.00,136671.00,28888.00,1751.00,315.00
36061014700,Census Tract 147, New York County, New York,1419.00,250.00,3.00,3.70,54.30,10.70,224554.00,46820.00,737.00,243.00
36061014801,Census Tract 148.01, New York County, New York,1248.00,170.00,1.80,2.10,49.70,7.60,199167.00,42007.00,658.00,149.00
36061014802,Census Tract 148.02, New York County, New York,3234.00,437.00,3.30,2.10,42.90,7.70,171442.00,47125.00,1573.00,356.00
36061014900,Census Tract 149, New York County, New York,2880.00,387.00,3.50,2.30,44.90,8.20,179732.00,29806.00,1479.00,290.00
36061015001,Census Tract 150.01, New York County, New York,1011.00,119.00,4.20,3.30,46.40,8.10,172788.00,56098.00,546.00,120.00
36061015002,Census Tract 150.02, New York County, New York,2182.00,231.00,4.40,4.10,59.30,8.40,235643.00,37299.00,1347.00,206.00
36061015101,Census Tract 151.01, New York County, New York,1482.00,215.00,15.30,13.00,0.00,2.70,,,584.00,193.00
36061015102,Census Tract 151.02, New York County, New York,4556.00,474.00,10.90,7.10,48.00,9.50,174659.00,58369.00,1923.00,475.00
36061015200,Census Tract 152, New York County, New York,3665.00,317.00,8.10,5.20,43.50,7.80,147285.00,42699.00,2200.00,332.00
36061015301,Census Tract 153.01, New York County, New York,2411.00,437.00,3.70,3.90,44.60,12.90,181813.00,58990.00,974.00,250.00
36061015302,Census Tract 153.02, New York County, New York,3052.00,358.00,4.30,3.60,46.10,7.90,151935.00,81908.00,1404.00,310.00
36061015401,Census Tract 154.01, New York County, New York,3219.00,769.00,6.40,4.60,25.80,13.90,118167.00,34124.00,1015.00,320.00
36061015402,Census Tract 154.02, New York County, New York,1540.00,322.00,4.50,4.80,43.10,15.10,173737.00,42528.00,935.00,283.00
36061015403,Census Tract 154.03, New York County, New York,2594.00,437.00,10.40,12.70,24.20,8.00,126472.00,50362.00,945.00,317.00
36061015501,Census Tract 155.01, New York County, New York,2982.00,596.00,6.10,4.80,48.00,14.00,193056.00,105525.00,1447.00,650.00
36061015502,Census Tract 155.02, New York County, New York,2887.00,381.00,8.50,6.20,41.10,9.10,152337.00,33541.00,1270.00,332.00
36061015601,Census Tract 156.01, New York County, New York,2677.00,294.00,1.00,1.40,19.60,5.60,108368.00,26855.00,830.00,186.00
36061015602,Census Tract 156.02, New York County, New York,1089.00,206.00,10.70,7.80,29.80,9.80,58125.00,53215.00,549.00,159.00
36061015700,Census Tract 157, New York County, New York,6425.00,937.00,3.20,2.10,37.60,8.90,161886.00,20592.00,1531.00,449.00
36061015801,Census Tract 158.01, New York County, New York,2657.00,296.00,4.30,3.20,45.40,8.20,180264.00,40935.00,1272.00,213.00
36061015802,Census Tract 158.02, New York County, New York,2079.00,469.00,6.40,7.70,29.10,8.80,93537.00,42429.00,471.00,122.00
36061015900,Census Tract 159, New York County, New York,5164.00,631.00,4.90,3.40,44.90,9.40,170824.00,56525.00,2261.00,540.00
36061016001,Census Tract 160.01, New York County, New York,1401.00,226.00,2.60,3.90,66.50,8.20,250000.00,,936.00,193.00
36061016002,Census Tract 160.02, New York County, New York,1190.00,213.00,7.60,6.20,33.20,9.40,109762.00,46003.00,550.00,183.00
36061016100,Census Tract 161, New York County, New York,3907.00,622.00,4.70,3.20,40.60,10.10,152782.00,42333.00,991.00,180.00
36061016200,Census Tract 162, New York County, New York,4617.00,940.00,16.20,11.40,6.00,4.40,22923.00,14182.00,2217.00,898.00
36061016300,Census Tract 163, New York County, New York,3384.00,463.00,3.00,4.00,35.80,8.80,122500.00,26265.00,1674.00,417.00
36061016400,Census Tract 164, New York County, New York,3316.00,458.00,14.50,9.50,8.30,3.60,29000.00,12648.00,1931.00,506.00
36061016500,Census Tract 165, New York County, New York,3270.00,282.00,1.30,1.50,55.50,8.30,222391.00,58594.00,1737.00,308.00
36061016600,Census Tract 166, New York County, New York,2898.00,298.00,19.50,7.20,11.20,5.50,60778.00,25203.00,1132.00,297.00
36061016700,Census Tract 167, New York County, New York,3231.00,309.00,0.90,1.20,58.20,7.50,249141.00,30510.00,1725.00,266.00
36061016800,Census Tract 168, New York County, New York,1822.00,187.00,19.20,7.50,10.60,4.90,33952.00,11343.00,1104.00,196.00
36061016900,Census Tract 169, New York County, New York,4369.00,546.00,4.00,4.60,44.30,10.90,175647.00,56948.00,1508.00,350.00
36061017000,Census Tract 170, New York County, New York,3352.00,251.00,12.60,5.60,2.00,1.50,48082.00,13223.00,1992.00,287.00
36061017100,Census Tract 171, New York County, New York,4073.00,823.00,3.60,2.80,42.30,11.20,167801.00,49807.00,2160.00,720.00
36061017200,Census Tract 172, New York County, New York,2299.00,293.00,15.40,9.80,8.30,4.90,30507.00,10200.00,1118.00,295.00
36061017300,Census Tract 173, New York County, New York,4361.00,649.00,4.60,4.00,40.40,9.50,157896.00,35687.00,2123.00,366.00
36061017401,Census Tract 174.01, New York County, New York,2130.00,230.00,12.00,7.80,14.10,9.10,39950.00,11722.00,1121.00,193.00
36061017402,Census Tract 174.02, New York County, New York,1082.00,166.00,8.10,6.70,19.30,7.30,71435.00,13357.00,508.00,143.00
36061017500,Census Tract 175, New York County, New York,4450.00,595.00,0.60,0.90,46.20,8.10,184375.00,37320.00,2232.00,426.00
36061017700,Census Tract 177, New York County, New York,4471.00,700.00,10.40,6.80,29.90,8.50,117398.00,58020.00,2279.00,819.00
36061017800,Census Tract 178, New York County, New York,1876.00,313.00,9.50,5.70,7.80,4.70,55076.00,20582.00,544.00,116.00
36061017900,Census Tract 179, New York County, New York,4174.00,509.00,4.40,2.80,41.40,9.50,132808.00,46738.00,1866.00,527.00
36061018000,Census Tract 180, New York County, New York,2943.00,351.00,11.10,6.30,12.30,5.80,28413.00,12732.00,1567.00,384.00
36061018100,Census Tract 181, New York County, New York,4256.00,580.00,3.10,3.30,34.00,8.70,120703.00,33690.00,1827.00,418.00
36061018200,Census Tract 182, New York County, New York,3088.00,279.00,19.50,8.60,3.40,2.40,37257.00,17876.00,1306.00,354.00
36061018300,Census Tract 183, New York County, New York,3751.00,473.00,14.10,8.70,41.60,9.60,150462.00,38018.00,1833.00,414.00
36061018400,Census Tract 184, New York County, New York,3351.00,394.00,14.00,6.40,4.00,2.70,39365.00,8656.00,1806.00,405.00
36061018500,Census Tract 185, New York County, New York,2753.00,350.00,3.50,2.90,39.30,9.40,145511.00,51718.00,1049.00,326.00
36061018600,Census Tract 186, New York County, New York,2003.00,205.00,5.30,3.70,3.30,2.90,51832.00,16618.00,1298.00,242.00
36061018700,Census Tract 187, New York County, New York,3957.00,345.00,3.80,2.80,35.40,8.40,140838.00,27814.00,2245.00,338.00
36061018800,Census Tract 188, New York County, New York,2394.00,395.00,16.00,10.10,2.60,3.10,40572.00,19093.00,827.00,375.00
36061018900,Census Tract 189, New York County, New York,4641.00,449.00,13.40,6.60,10.80,5.40,37210.00,19269.00,2509.00,392.00
36061019000,Census Tract 190, New York County, New York,1723.00,127.00,9.00,4.70,26.60,5.70,87708.00,38040.00,955.00,147.00
36061019100,Census Tract 191, New York County, New York,4258.00,560.00,7.50,5.10,35.10,8.10,141698.00,20894.00,1965.00,335.00
36061019200,Census Tract 192, New York County, New York,1653.00,246.00,20.70,10.10,1.90,1.90,19441.00,6241.00,1045.00,198.00
36061019300,Census Tract 193, New York County, New York,4136.00,468.00,9.00,6.50,16.00,5.70,76250.00,23740.00,1959.00,519.00
36061019400,Census Tract 194, New York County, New York,2782.00,335.00,24.90,9.60,4.50,3.50,38418.00,18181.00,1095.00,190.00
36061019500,Census Tract 195, New York County, New York,3214.00,363.00,9.20,5.20,32.10,7.90,119547.00,16385.00,1527.00,272.00
36061019600,Census Tract 196, New York County, New York,1845.00,258.00,8.20,5.90,3.60,3.10,24665.00,5186.00,729.00,194.00
36061019701,Census Tract 197.01, New York County, New York,527.00,55.00,21.30,8.10,21.10,7.40,60398.00,15243.00,199.00,48.00
36061019702,Census Tract 197.02, New York County, New York,1160.00,158.00,6.40,5.60,26.20,11.10,101667.00,37973.00,366.00,113.00
36061019800,Census Tract 198, New York County, New York,975.00,145.00,1.80,2.80,18.80,11.00,98347.00,26590.00,477.00,136.00
36061019900,Census Tract 199, New York County, New York,3224.00,501.00,13.80,5.80,24.90,7.00,103636.00,39571.00,1399.00,446.00
36061020000,Census Tract 200, New York County, New York,1578.00,265.00,12.40,9.80,19.10,7.30,65064.00,33719.00,524.00,143.00
36061020101,Census Tract 201.01, New York County, New York,315.00,32.00,11.10,7.60,34.30,10.40,153826.00,19340.00,169.00,27.00
36061020102,Census Tract 201.02, New York County, New York,1656.00,147.00,14.10,6.30,21.00,6.80,78235.00,16164.00,691.00,152.00
36061020300,Census Tract 203, New York County, New York,448.00,157.00,4.50,4.40,23.20,11.50,65806.00,11263.00,169.00,51.00
36061020500,Census Tract 205, New York County, New York,1230.00,143.00,5.70,4.50,53.70,9.30,208500.00,36515.00,773.00,144.00
36061020600,Census Tract 206, New York County, New York,1688.00,209.00,18.60,9.50,7.00,3.90,51100.00,23706.00,620.00,178.00
36061020701,Census Tract 207.01, New York County, New York,1082.00,152.00,16.20,8.10,20.00,8.40,82778.00,26623.00,365.00,103.00
36061020800,Census Tract 208, New York County, New York,2256.00,244.00,14.30,8.10,21.10,10.70,76513.00,32741.00,977.00,297.00
